"ABROTANUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=62082709&typedoc=R
"ABROTANUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=67871676&typedoc=R
"ABROTANUM WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=62024766&typedoc=R
"ABSINTHIUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=64457435&typedoc=R
"ABSINTHIUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=60612094&typedoc=R
"ABSTRAL 100 microgrammes, comprimé sublingual",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=68336954&typedoc=R
"ABSTRAL 200 microgrammes, comprimé sublingual",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=67144513&typedoc=R
"ABSTRAL 300 microgrammes, comprimé sublingual",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=61464150&typedoc=R
"ABSTRAL 400 microgrammes, comprimé sublingual",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=60282999&typedoc=R
"ABSTRAL 600 microgrammes, comprimé sublingual",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=63451714&typedoc=R
"ABSTRAL 800 microgrammes, comprimé sublingual",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=61578296&typedoc=R
"ABUFENE 400 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=64728712&typedoc=R
"ACADIONE 250 mg, comprimé dragéifié",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=63185053&typedoc=R
"ACALYPHA INDICA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=62963238&typedoc=R
"ACAMPROSATE BIOGARAN 333 mg, comprimé pelliculé gastro-résistant",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=69724187&typedoc=R
"ACARBOSE ARROW 100 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=65555163&typedoc=R
"ACARBOSE ARROW LAB 100 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=68371745&typedoc=R
"ACARBOSE ARROW LAB 50 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=63958735&typedoc=R
"ACARBOSE BIOGARAN 100 mg, comprimé sécable",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=64127672&typedoc=R
"ACARBOSE BIOGARAN 50 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=69116854&typedoc=R
"ACARBOSE EG 100 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=65803331&typedoc=R
"ACARBOSE EG 50 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=61937888&typedoc=R
"ACARBOSE MYLAN 100 mg, comprimé sécable",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=60946941&typedoc=R
"ACARBOSE MYLAN 50 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=60989978&typedoc=R
"ACARBOSE SANDOZ 100 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=67093136&typedoc=R
"ACARBOSE SANDOZ 50 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=69771614&typedoc=R
"ACARBOSE ZENTIVA 100 mg, comprimé sécable",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=67901945&typedoc=R
"ACARBOSE ZENTIVA 50 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=64493666&typedoc=R
"ACARIZAX 12 SQ-HDM, lyophilisat oral",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=67813445&typedoc=R
"ACCOFIL 30 MU/0,5 ml, solution injectable ou pour perfusion en seringue préremplie",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=68056062&typedoc=R
"ACCOFIL 48 MU/0,5 ml, solution injectable ou pour perfusion en seringue préremplie",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=60812344&typedoc=R
"ACCUSOL 35 POTASSIUM 2 mmol/l, solution pour hémofiltration, hémodialyse et hémodiafiltration",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=67627711&typedoc=R
"ACCUSOL 35 POTASSIUM 4 mmol/l, solution pour hémofiltration, hémodialyse et hémodiafiltration",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=61278936&typedoc=R
"ACCUSOL 35, solution pour hémofiltration, hémodialyse et hémodiafiltration",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=69430342&typedoc=R
"ACEBUTOLOL ALMUS 200 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=63880820&typedoc=R
"ACEBUTOLOL ARROW 200 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=66904792&typedoc=R
"ACEBUTOLOL ARROW 400 mg, comprimé pelliculé sécable",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=62096139&typedoc=R
"ACEBUTOLOL BIOGARAN 200 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=65637614&typedoc=R
"ACEBUTOLOL BIOGARAN 400 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=60281598&typedoc=R
"ACEBUTOLOL CRISTERS 200 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=64021217&typedoc=R
"ACEBUTOLOL CRISTERS 400 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=67787559&typedoc=R
"ACEBUTOLOL EG 200 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=69461099&typedoc=R
"ACEBUTOLOL EG 400 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=63874155&typedoc=R
"ACEBUTOLOL MYLAN 200 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=67771398&typedoc=R
"ACEBUTOLOL MYLAN 400 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=62500717&typedoc=R
"ACEBUTOLOL RANBAXY 200 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=65521830&typedoc=R
"ACEBUTOLOL RANBAXY 400 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=67470053&typedoc=R
"ACEBUTOLOL RATIOPHARM 200 mg, comprimé enrobé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=67951019&typedoc=R
"ACEBUTOLOL RATIOPHARM 400 mg, comprimé enrobé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=62101141&typedoc=R
"ACEBUTOLOL SANDOZ 200 mg, comprimé enrobé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=64304820&typedoc=R
"ACEBUTOLOL SANDOZ 400 mg, comprimé enrobé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=67050875&typedoc=R
"ACEBUTOLOL TEVA 200 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=64847741&typedoc=R
"ACEBUTOLOL TEVA 400 mg, comprimé pelliculé sécable",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=62604153&typedoc=R
"ACEBUTOLOL ZENTIVA 200 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=69877717&typedoc=R
"ACEBUTOLOL ZENTIVA 400 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=65842957&typedoc=R
"ACEBUTOLOL ZYDUS 200 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=60477038&typedoc=R
"ACEBUTOLOL ZYDUS 400 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=63151492&typedoc=R
"ACECLOFENAC ACCORD 100 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=68600724&typedoc=R
"ACECLOFENAC BIOGARAN 100 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=64130871&typedoc=R
"ACECLOFENAC EG 100 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=61003712&typedoc=R
"ACECLOFENAC MYLAN 100 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=63092688&typedoc=R
"ACETANILIDUM BOIRON, degré de dilution compris entre 3CH et 30CH ou entre 6DH et 60DH",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=67238724&typedoc=R
"ACETATE DE CYPROTERONE ARROW 100 mg, comprimé sécable",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=65900339&typedoc=R
"ACETATE DE CYPROTERONE ARROW 50 mg, comprimé sécable",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=67552319&typedoc=R
"ACETATE DE CYPROTERONE EG 100 mg, comprimé sécable",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=60899178&typedoc=R
"ACETATE DE CYPROTERONE EG 50 mg, comprimé sécable",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=67588728&typedoc=R
"ACETATE DE CYPROTERONE SANDOZ 100 mg, comprimé sécable",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=65230796&typedoc=R
"ACETATE DE CYPROTERONE SANDOZ 50 mg, comprimé sécable",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=60406938&typedoc=R
"ACETATE DE CYPROTERONE TEVA 100 mg, comprimé sécable",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=67443608&typedoc=R
"ACETATE DE CYPROTERONE TEVA 50 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=63455260&typedoc=R
"ACETATE DE TERLIPRESSINE EVER PHARMA 0,2 mg/ml, solution injectable",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=69243168&typedoc=R
"ACETICUM ACIDUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=69773711&typedoc=R
"ACETICUM ACIDUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=68976484&typedoc=R
"ACETONUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=66767379&typedoc=R
"ACETYLCYSTEINE ARROW 200 mg, comprimé effervescent",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=69148542&typedoc=R
"ACETYLCYSTEINE BIOGARAN CONSEIL 200 mg, comprimé effervescent",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=66398010&typedoc=R
"ACETYLCYSTEINE BIOGARAN CONSEIL 200 mg, poudre pour solution buvable en sachet",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=62784356&typedoc=R
"ACETYLCYSTEINE EG 200 mg, poudre pour solution buvable en sachet-dose",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=68043798&typedoc=R
"ACETYLCYSTEINE EG LABO CONSEIL 200 mg SANS SUCRE, poudre pour solution buvable en sachet-dose",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=69896678&typedoc=R
"ACETYLCYSTEINE MYLAN 200 mg, comprimé effervescent sécable",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=61362245&typedoc=R
"ACETYLCYSTEINE MYLAN 200 mg, poudre pour solution buvable en sachet-dose",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=65483582&typedoc=R
"ACETYLCYSTEINE SANDOZ CONSEIL 200 mg, granulés pour solution buvable en sachet-dose",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=67494823&typedoc=R
"ACETYLCYSTEINE TEVA CONSEIL 200 mg SANS SUCRE, poudre pour solution buvable en sachet-dose",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=67657188&typedoc=R
"ACETYLCYSTEINE TEVA CONSEIL 200 mg, poudre pour solution buvable en sachet-dose",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=63976701&typedoc=R
"ACETYLLEUCINE BIOGARAN 500 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=62887979&typedoc=R
"ACETYLLEUCINE MYLAN 500 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=61920248&typedoc=R
"ACETYLLEUCINE TEVA 500 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=65897327&typedoc=R
"ACETYLLEUCINE ZENTIVA 500 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=65372144&typedoc=R
"ACICLOVIR ALMUS 200 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=61683272&typedoc=R
"ACICLOVIR ALMUS 5 %, crème",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=62022480&typedoc=R
"ACICLOVIR ARROW 200 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=68888917&typedoc=R
"ACICLOVIR ARROW 5 %, crème",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=67363642&typedoc=R
"ACICLOVIR ARROW 800 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=60111197&typedoc=R
"ACICLOVIR ARROW CONSEIL 5 %, crème",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=64858307&typedoc=R
"ACICLOVIR ARROW LAB 200 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=68623395&typedoc=R
"ACICLOVIR ARROW LAB 800 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=65786152&typedoc=R
"ACICLOVIR BIOGARAN 200 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=62485208&typedoc=R
"ACICLOVIR BIOGARAN 5 %, crème",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=68303445&typedoc=R
"ACICLOVIR BIOGARAN 800 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=62970791&typedoc=R
"ACICLOVIR BIOGARAN CONSEIL 5 %, crème",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=68102563&typedoc=R
"ACICLOVIR CRISTERS 200 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=69175190&typedoc=R
"ACICLOVIR CRISTERS 5 %, crème",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=67344332&typedoc=R
"ACICLOVIR CRISTERS 800 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=62945806&typedoc=R
"ACICLOVIR CRISTERS CONSEIL 5 %, crème",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=61938584&typedoc=R
"ACICLOVIR EG 200 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=60418673&typedoc=R
"ACICLOVIR EG 5 POUR CENT, crème",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=62891447&typedoc=R
"ACICLOVIR EG 800 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=64776881&typedoc=R
"ACICLOVIR EVOLUGEN 200 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=60831049&typedoc=R
"ACICLOVIR MYLAN 200 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=67720806&typedoc=R
"ACICLOVIR MYLAN 250 mg, poudre pour solution injectable (IV)",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=69258501&typedoc=R
"ACICLOVIR MYLAN 5 %, crème",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=60126377&typedoc=R
"ACICLOVIR MYLAN 500 mg, poudre pour solution injectable (IV)",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=60890745&typedoc=R
"ACICLOVIR MYLAN 800 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=67260521&typedoc=R
"ACICLOVIR MYLAN PHARMA 5 %, crème",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=69540696&typedoc=R
"ACICLOVIR RANBAXY 200 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=64264557&typedoc=R
"ACICLOVIR RATIOPHARM 200 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=68443237&typedoc=R
"ACICLOVIR RATIOPHARM 5 %, crème",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=69626227&typedoc=R
"ACICLOVIR RATIOPHARM 800 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=67692876&typedoc=R
"ACICLOVIR RPG 5 %, crème",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=64743867&typedoc=R
"ACICLOVIR SANDOZ 200 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=62566877&typedoc=R
"ACICLOVIR SANDOZ 5 %, crème",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=68887509&typedoc=R
"ACICLOVIR SANDOZ CONSEIL 5 %, crème",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=60799637&typedoc=R
"ACICLOVIR TEVA 200 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=68560639&typedoc=R
"ACICLOVIR TEVA 5 %, crème",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=60311803&typedoc=R
"ACICLOVIR TEVA 800 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=66086740&typedoc=R
"ACICLOVIR TEVA CONSEIL 5 %, crème",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=63370689&typedoc=R
"ACICLOVIR TEVA SANTE 5 %, crème",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=68474955&typedoc=R
"ACICLOVIR ZENTIVA 200 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=64855318&typedoc=R
"ACICLOVIR ZENTIVA 5 %, crème",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=64941728&typedoc=R
"ACICLOVIR ZENTIVA 800 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=60964409&typedoc=R
"ACICLOVIR ZYDUS 200 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=69180611&typedoc=R
"ACICLOVIR ZYDUS 5 %, crème",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=66005293&typedoc=R
"ACIDE ALENDRONIQUE ACTAVIS 70 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=68856990&typedoc=R
"ACIDE ALENDRONIQUE ALTER 70 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=69784280&typedoc=R
"ACIDE ALENDRONIQUE ARROW 10 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=61838744&typedoc=R
"ACIDE ALENDRONIQUE ARROW 70 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=68157307&typedoc=R
"ACIDE ALENDRONIQUE ARROW LAB 70 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=60365142&typedoc=R
"ACIDE ALENDRONIQUE BIOGARAN 70 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=63281774&typedoc=R
"ACIDE ALENDRONIQUE CRISTERS 70 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=67464926&typedoc=R
"ACIDE ALENDRONIQUE EG 70 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=68229767&typedoc=R
"ACIDE ALENDRONIQUE EVOLUGEN 70 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=65701390&typedoc=R
"ACIDE ALENDRONIQUE MYLAN, 70 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=63174719&typedoc=R
"ACIDE ALENDRONIQUE PHR LAB 70 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=60165024&typedoc=R
"ACIDE ALENDRONIQUE RANBAXY 70 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=65533900&typedoc=R
"ACIDE ALENDRONIQUE RATIOPHARM 70 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=66712112&typedoc=R
"ACIDE ALENDRONIQUE SANDOZ 70 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=67656556&typedoc=R
"ACIDE ALENDRONIQUE TEVA SANTE 70 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=68659822&typedoc=R
"ACIDE ALENDRONIQUE ZYDUS 70 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=63525488&typedoc=R
"ACIDE ALENDRONIQUE/CHOLECALCIFEROL (VITAMINE D3) ZENTIVA 70 mg/2 800 UI, comprimé",http://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=62300481&typedoc=R
